route,location,url,avg_stars,your_stars,route_type,rating,pitches,length_,area_latitude,area_longitude,url_id,grade,star_ratings,suggested_ratings,on_to_do_lists,ticks
I'll Never Be A Veteran,Soweto Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106326722/ill-never-be-a-veteran,1.8,-1,Boulder,V4,1,12,37.41857,-118.45256,106326722,4,4,1,5,8
Gamekeeper Clifford,Cry Baby Boulder > Slight Inducement Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111480995/gamekeeper-clifford,2,-1,Boulder,V4,1,15,37.41919,-118.45364,111480995,4,2,2,1,2
Cleopatra,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107092849/cleopatra,4,-1,Boulder,V4 PG13,1,20,37.41873,-118.45395,107092849,4,1,1,17,3
Tin Man,Cleopatra Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/108046897/tin-man,3,-1,Boulder,V4-5,1,12,37.41873,-118.45395,108046897,4.5,1,1,5,1
Gleaner Variation,Gleaner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109877074/gleaner-variation,3,-1,Boulder,V5,1,15,37.41631,-118.44951,109877074,5,2,2,8,1
Vulcan Crawl,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105988468/vulcan-crawl,3.1,-1,Boulder,V5,1,30,37.41747,-118.45136,105988468,5,24,8,32,28
Weapons of Mass Distraction,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/109137876/weapons-of-mass-distraction,2.5,-1,Boulder,V5,1,10,37.41747,-118.45136,109137876,5,6,3,8,7
Groundwater,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106093061/groundwater,2.1,-1,Boulder,V5,1,,37.41724,-118.45103,106093061,5,63,24,36,90
Better to Light a Candle than to Curse the Darkness,Heavenly Path Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111683851/better-to-light-a-candle-than-to-curse-the-darkness,2,-1,Boulder,V5,1,,37.41718,-118.45095,111683851,5,2,1,3,3
Land of Milk and Honey,Little Country Girl Alcove > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107948339/land-of-milk-and-honey,2,-1,Boulder,V5,1,,37.41728,-118.45034,107948339,5,1,1,0,0
Done With The South,Water Saps Cave > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997340/done-with-the-south,3.1,-1,Boulder,V5 PG13,1,20,37.41675,-118.44942,106997340,5,21,6,20,21
Wills Arete,Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106337264/wills-arete,3,-1,Boulder,V5,1,20,37.41698,-118.45133,106337264,5,23,7,22,20
Mr. Happy,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107490517/mr-happy,2.6,-1,Boulder,V5,1,,37.4161,-118.45012,107490517,5,30,13,25,38
There's Nothing You Can Do That Can't Be Done,Southern Section > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541899/theres-nothing-you-can-do-that-cant-be-done,1,-1,Boulder,V5,1,15,37.41548,-118.44911,107541899,5,1,1,1,0
Hair Trigger,Hair Trigger Wall > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541921/hair-trigger,2.5,-1,Boulder,V5,1,12,37.41549,-118.44928,107541921,5,2,2,3,2
Hair Trigger - Variation,Hair Trigger Wall > Frontierland > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107541927/hair-trigger-variation,2.2,-1,Boulder,V5,1,18,37.41549,-118.44928,107541927,5,6,3,2,3
Alex Patterson,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045732/alex-patterson,2.4,-1,Boulder,V5,1,,37.41569,-118.44957,107045732,5,5,2,4,7
Rene,Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106279726/rene,3.6,-1,Boulder,V5 PG13,1,22,37.41588,-118.44993,106279726,5,53,22,78,62
Sidepull Problem,Hand to Hand Combat Wall > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107045626/sidepull-problem,2.1,-1,Boulder,V5,1,10,37.41588,-118.44993,107045626,5,9,2,8,10
Captain Hook,Captain Hook Alcove > Hand to Hand Combat Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107009331/captain-hook,2.7,-1,Boulder,V5,1,10,37.416,-118.45,107009331,5,23,9,28,32
Hong Kong Phooey,King Louis > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116100150/hong-kong-phooey,2,-1,Boulder,V5,1,10,37.41622,-118.45021,116100150,5,1,1,0,1
Sucker Punch,Fred Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126697/sucker-punch,2.6,-1,Boulder,V5,1,8,37.4182,-118.4521,106126697,5,56,31,87,82
East Easy Rider,Fred Boulder > Savannah Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126708/east-easy-rider,2.2,-1,Boulder,V5,1,15,37.4182,-118.4521,106126708,5,15,4,16,25
Banana-rang Delight,Headbangers Cave > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112795838/banana-rang-delight,3,-1,Boulder,V5,1,10,37.41591,-118.44877,112795838,5,1,1,6,1
Groundhog Day,Zero Boulder > Jesus Chrysler Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/112475862/groundhog-day,2.3,-1,Boulder,V5,1,8,37.4159,-118.44857,112475862,5,6,5,4,9
Serengeti,Serengeti Boulder > Serengeti Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106052564/serengeti,3.3,-1,Boulder,V5,1,15,37.41844,-118.45269,106052564,5,283,102,359,452
Son of Claudius Rufus,Safe Surfer Boulder > Split Melon Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107007903/son-of-claudius-rufus,2.8,-1,Boulder,V5,1,,37.417,-118.4509,107007903,5,109,46,66,205
More Water Less Power,"More Water, Less Power Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/112501940/more-water-less-power,2.5,-1,Boulder,V5+,1,40,37.41724,-118.45103,112501940,5.25,2,1,11,3
Intolerable Cruelty,Coen Brothers Boulder > Blood Simple Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106997382/intolerable-cruelty,1,-1,Boulder,V5+,1,12,37.41675,-118.44942,106997382,5.25,1,1,0,0
Maximilien,Maximilien Buttress > Hall of Mirrors Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107898129/maximilien,1,-1,Boulder,V5+,1,15,37.41622,-118.45021,107898129,5.25,1,1,2,0
Control Technique,Slap Happy Boulder > Wavy Gravy Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/110781007/control-technique,1.3,-1,Boulder,V5-6,1,,37.41653,-118.44996,110781007,5.5,3,2,0,6
Big City Boy,Little Country Girl Alcove > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107948292/big-city-boy,2,-1,Boulder,V6-,1,12,37.41728,-118.45034,107948292,5.75,4,2,2,4
DIRT is a Four Letter Word,Sabres of Paradise > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107017214/dirt-is-a-four-letter-word,1,-1,Boulder,V6-,1,8,37.41569,-118.44957,107017214,5.75,2,1,0,1
The Gleaner,Gleaner Boulder > Slow Dance/Gleaner Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106099405/the-gleaner,3.1,-1,Boulder,V6,1,15,37.41631,-118.44951,106099405,6,57,32,96,79
The Hulk,Happy Boulder > Central Happiness Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105988462/the-hulk,3.7,-1,Boulder,V6,1,15,37.41747,-118.45136,105988462,6,209,67,408,327
Action Figure,Action Figure Cave > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106068458/action-figure,2.9,-1,Boulder,V6,1,8,37.41749,-118.45018,106068458,6,54,25,78,64
Little Country Girl,Little Country Girl Alcove > Action Figure Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/107948331/little-country-girl,1,-1,Boulder,V6,1,12,37.41728,-118.45034,107948331,6,3,2,0,2
Rheinstor,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106331192/rheinstor,2.6,-1,Boulder,V6,1,15,37.41788,-118.45147,106331192,6,9,6,3,9
Vampyros Lesbos,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111726288/vampyros-lesbos,2.6,-1,Boulder,V6,1,15,37.41788,-118.45147,111726288,6,5,3,0,4
Vampiric Sceptre,Shadow Play Boulder > Sixty Foot Woman/Shadow Play Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111726350/vampiric-sceptre,2,-1,Boulder,V6,1,,37.41788,-118.45147,111726350,6,1,1,1,0
Atari,Atari Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106044386/atari,3.9,-1,Boulder,V6 R,1,14,37.4165,-118.44829,106044386,6.25,52,19,294,68
Oompa-Loompa,The Cracks On The Rim Right Side > Cracks On The Rim Area > East Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106977829/oompa-loompa,1,-1,Boulder,V6 PG13,1,15,37.41654,-118.44872,106977829,6,1,1,0,0
Take the Force of the Blow,Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126727/take-the-force-of-the-blow,2.3,-1,Boulder,V6,1,12,37.41698,-118.45133,106126727,6,4,2,6,2
Mister Witty,Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126733/mister-witty,3.6,-1,Boulder,V6 PG13,1,15,37.41698,-118.45133,106126733,6,98,39,137,163
Every Color You Are,Desert Skies/Morning Dove Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106126755/every-color-you-are,3.7,-1,Boulder,V6,1,15,37.41698,-118.45133,106126755,6,91,27,265,148
Pappa Chubby,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106070999/pappa-chubby,2.2,-1,Boulder,V6,1,10,37.4161,-118.45012,106070999,6,5,4,3,4
Piss and Vinegar,Toxic Avenger Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/111703806/piss-and-vinegar,0,-1,Boulder,V6,1,14,37.4161,-118.45012,111703806,6,2,1,0,0
The Clapper,Clapper Boulder > Clapper Area > West Rim Area > Happy Boulders > Volcanic Tablelands (Happy/Sad Boulders) > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/106330624/the-clapper,3.1,-1,Boulder,V6,1,12,37.41533,-118.44877,106330624,6,64,23,58,87
